transactionid,saledate,customerid,productid,storeid,campaignid,saleamount,commissionpercent,orderchannel
569,2025-05-04,1084,2071,404,3,0.0,2.0,Online
571,2025-05-04,1163,2084,404,3,845.55,5.7,Phone
572,2025-05-04,1007,2094,402,3,493.35,2.6,Mobile
573,2025-05-04,1151,2054,404,0,0.0,2.0,Catalog
574,2025-05-04,1180,2027,402,2,0.0,2.0,Online
576,2025-05-04,1137,2023,403,2,1503.26,13.1,Phone
577,2025-05-04,1050,2058,401,2,1066.8,9.0,Mobile
578,2025-05-04,1171,2062,403,3,619.36,6.8,Catalog
579,2025-05-04,1156,2050,401,2,0.0,2.0,Online
581,2025-05-04,1157,2075,401,1,702.58,7.5,Phone
582,2025-05-04,1080,2015,402,2,1619.93,13.2,Mobile
583,2025-05-04,1029,2023,403,1,0.0,2.0,Catalog
584,2025-05-04,1130,2049,404,1,845.86,7.5,Online
586,2025-05-04,1124,2081,402,1,2686.39,14.5,Phone
587,2025-05-04,1125,2036,402,1,588.55,7.6,Mobile
588,2025-05-04,1080,2057,401,2,699.17,5.6,Catalog
589,2025-05-04,1002,2062,402,1,1114.85,7.7,Online
591,2025-05-04,1175,2062,404,3,1858.08,14.2,Phone
592,2025-05-04,1125,2021,401,0,1670.82,14.3,Mobile
593,2025-05-04,1194,2028,403,0,637.94,6.4,Catalog
594,2025-05-04,1070,2028,403,1,0.0,2.0,Online
596,2025-05-04,1146,2014,403,2,0.0,2.0,Phone
597,2025-05-04,1138,2096,401,3,2688.72,14.6,Mobile
598,2025-05-04,1139,2027,404,0,258.61,2.1,Catalog
599,2025-05-04,1188,2083,402,2,1229.06,5.1,Online
601,2025-05-04,1022,2056,401,1,2361.24,10.3,Phone
602,2025-05-04,1053,2094,403,3,493.35,2.6,Mobile
603,2025-05-04,1042,2078,402,1,127.81,4.1,Catalog
604,2025-05-04,1052,2007,403,2,2333.56,11.5,Online
606,2025-05-04,1180,2037,403,2,288.11,2.0,Phone
607,2025-05-04,1131,2086,401,1,2414.07,11.4,Mobile
608,2025-05-04,1192,2052,401,2,0.0,2.0,Catalog
609,2025-05-04,1167,2016,402,1,290.72,3.0,Online
611,2025-05-04,1194,2086,404,3,0.0,2.0,Phone
612,2025-05-04,1036,2073,403,3,1997.72,12.3,Mobile
613,2025-05-04,1096,2057,401,0,1310.94,8.6,Catalog
614,2025-05-04,1103,2065,403,2,376.27,4.5,Online
616,2025-05-04,1198,2093,401,3,0.0,2.0,Phone
617,2025-05-04,1162,2085,403,0,0.0,2.0,Mobile
618,2025-05-04,1136,2050,402,3,933.9,7.7,Catalog
619,2025-05-04,1054,2063,403,2,441.97,5.0,Online
621,2025-05-04,1087,2087,401,0,637.28,5.9,Phone
622,2025-05-04,1025,2080,404,0,3329.04,13.7,Mobile
623,2025-05-04,1031,2020,404,3,1127.49,7.2,Catalog
624,2025-05-04,1000,2054,402,1,1620.92,13.9,Online
626,2025-05-04,1023,2083,403,2,1229.06,5.0,Phone
627,2025-05-04,1021,2047,402,0,1674.9,10.6,Mobile
629,2025-05-04,1109,2083,401,0,768.16,7.0,Online
631,2025-05-04,1033,2075,402,3,780.64,8.9,Phone
632,2025-05-04,1002,2001,403,0,824.7,6.4,Mobile
634,2025-05-04,1018,2029,404,0,27.02,2.3,Online
636,2025-05-04,1094,2038,402,3,926.51,8.2,Phone
637,2025-05-04,1198,2096,402,1,1814.89,12.8,Mobile
638,2025-05-04,1017,2067,401,1,523.71,7.0,Catalog
639,2025-05-04,1112,2044,402,1,560.47,6.9,Online
641,2025-05-04,1022,2012,402,0,623.19,7.1,Phone
642,2025-05-04,1150,2093,404,2,1814.26,12.2,Mobile
643,2025-05-04,1109,2040,402,1,31.09,4.6,Catalog
644,2025-05-04,1070,2082,401,1,719.82,5.1,Online
646,2025-05-04,1168,2038,402,1,1667.72,12.8,Phone
647,2025-05-04,1191,2050,403,0,560.34,8.8,Mobile
648,2025-05-04,1005,2030,404,3,679.88,8.0,Catalog
649,2025-05-04,1028,2030,404,0,509.91,6.6,Online
651,2025-05-04,1033,2049,404,2,751.87,8.7,Phone
652,2025-05-04,1139,2087,402,3,0.0,2.0,Mobile
653,2025-05-04,1197,2009,401,0,265.24,3.2,Catalog
654,2025-05-04,1003,2033,402,0,836.25,8.7,Online
656,2025-05-04,1108,2089,404,0,413.52,5.0,Phone
657,2025-05-04,1163,2068,402,2,3280.96,10.7,Mobile
658,2025-05-04,1021,2039,401,1,878.8,7.6,Catalog
659,2025-05-04,1039,2068,403,3,2460.72,14.3,Online
661,2025-05-04,1178,2055,402,0,53.94,3.8,Phone
662,2025-05-04,1062,2011,404,0,0.0,2.0,Mobile
663,2025-05-04,1116,2078,401,2,0.0,2.0,Catalog
664,2025-05-04,1170,2094,402,0,986.7,6.0,Online
666,2025-05-04,1041,2063,403,2,1325.9,8.0,Phone
667,2025-05-04,1042,2047,402,2,803.95,8.0,Mobile
668,2025-05-04,1187,2015,401,2,0.0,2.0,Catalog
669,2025-05-04,1109,2034,401,2,326.81,4.5,Online
671,2025-05-04,1116,2065,403,0,470.34,2.5,Phone
672,2025-05-04,1127,2072,402,2,1008.72,5.7,Mobile
673,2025-05-04,1040,2032,401,0,0.0,2.0,Catalog
674,2025-05-04,1058,2094,401,0,493.35,3.9,Online
676,2025-05-04,1093,2049,402,1,1691.71,11.2,Phone
677,2025-05-04,1009,2070,404,1,30.76,2.0,Mobile
678,2025-05-04,1082,2031,404,2,452.24,4.2,Catalog
679,2025-05-04,1069,2009,403,0,0.0,2.0,Online
681,2025-05-04,1057,2066,401,3,1548.18,13.1,Phone
682,2025-05-04,1017,2059,403,2,409.64,2.9,Mobile
683,2025-05-04,1083,2011,404,0,1638.96,14.2,Catalog
684,2025-05-04,1094,2025,403,2,223.7,3.2,Online
686,2025-05-04,1094,2075,404,1,702.58,8.4,Phone
687,2025-05-04,1187,2069,402,1,627.45,9.0,Mobile
688,2025-05-04,1001,2052,401,1,0.0,2.0,Catalog
689,2025-05-04,1138,2044,401,2,166.06,4.4,Online
691,2025-05-04,1026,2026,402,3,211.56,4.9,Phone
692,2025-05-04,1125,2007,402,2,933.42,7.4,Mobile
693,2025-05-04,1023,2005,402,3,1286.34,5.4,Catalog
694,2025-05-04,1179,2047,404,0,669.96,5.1,Online
696,2025-05-04,1019,2075,401,3,2341.92,10.0,Phone
697,2025-05-04,1169,2016,402,2,775.25,9.0,Mobile
698,2025-05-04,1066,2040,404,2,55.26,2.7,Catalog
699,2025-05-04,1081,2057,403,1,393.28,3.6,Online
702,2025-05-04,1119,2040,404,0,69.08,4.9,Mobile
703,2025-05-04,1137,2045,402,3,0.0,2.0,Catalog
704,2025-05-04,1078,2059,403,0,1536.15,12.1,Online
707,2025-05-04,1182,2031,403,3,1695.9,14.4,Mobile
708,2025-05-04,1131,2006,403,2,475.2,2.8,Catalog
709,2025-05-04,1044,2003,404,3,1155.54,7.7,Online
711,2025-05-04,1118,2013,402,0,1870.72,11.6,Phone
712,2025-05-04,1003,2007,402,1,1050.1,7.2,Mobile
713,2025-05-04,1050,2051,403,0,117.32,3.3,Catalog
714,2025-05-04,1149,2075,403,0,780.64,7.8,Online
716,2025-05-04,1032,2011,403,0,409.74,2.5,Phone
717,2025-05-04,1010,2059,401,1,921.69,6.2,Mobile
718,2025-05-04,1146,2055,404,3,0.0,2.0,Catalog
719,2025-05-04,1007,2048,404,1,1287.47,7.5,Online
721,2025-05-04,1071,2057,402,0,1310.94,8.7,Phone
722,2025-05-04,1157,2079,402,2,2281.3,13.4,Mobile
723,2025-05-04,1127,2052,404,0,2193.78,13.6,Catalog
724,2025-05-04,1022,2035,404,1,1619.98,12.7,Online
726,2025-05-04,1097,2091,403,3,2717.37,13.0,Phone
727,2025-05-04,1139,2062,403,2,1486.46,7.2,Mobile
728,2025-05-04,1099,2034,402,0,408.51,4.8,Catalog
729,2025-05-04,1081,2076,402,0,2418.21,14.6,Online
731,2025-05-04,1135,2045,402,1,842.78,5.9,Phone
732,2025-05-04,1025,2031,402,2,904.48,6.6,Mobile
733,2025-05-04,1136,2094,401,1,0.0,2.0,Catalog
734,2025-05-04,1147,2049,403,1,3383.42,12.0,Online
736,2025-05-04,1151,2003,403,1,693.32,8.3,Phone
737,2025-05-04,1144,2024,404,2,298.25,4.6,Mobile
738,2025-05-04,1044,2062,401,0,1238.72,6.2,Catalog
739,2025-05-04,1014,2029,402,0,13.51,2.7,Online
741,2025-05-04,1157,2025,402,2,671.09,8.0,Phone
742,2025-05-04,1183,2022,403,0,2684.72,12.7,Mobile
743,2025-05-04,1005,2018,402,0,542.26,5.4,Catalog
744,2025-05-04,1134,2046,401,2,53.49,3.1,Online
746,2025-05-04,1086,2038,403,1,1667.72,14.4,Phone
747,2025-05-04,1040,2093,404,3,755.94,5.3,Mobile
748,2025-05-04,1166,2040,402,2,27.63,4.0,Catalog
749,2025-05-04,1057,2085,402,3,1452.9,5.5,Online
751,2025-05-04,1045,2093,401,3,2267.82,10.9,Phone
752,2025-05-04,1197,2072,401,1,1513.08,11.4,Mobile
753,2025-05-04,1154,2040,402,0,69.08,3.3,Catalog
754,2025-05-04,1127,2018,403,0,0.0,2.0,Online
756,2025-05-04,1162,2011,403,3,1229.22,8.8,Phone
757,2025-05-04,1002,2033,402,1,3010.5,10.5,Mobile
758,2025-05-04,1177,2008,403,2,159.82,4.0,Catalog
759,2025-05-04,1027,2092,401,0,482.21,4.9,Online
761,2025-05-04,1105,2063,404,2,2209.84,13.4,Phone
762,2025-05-04,1139,2048,401,3,357.63,4.7,Mobile
763,2025-05-04,1147,2083,402,1,691.34,8.7,Catalog
764,2025-05-04,1115,2009,401,2,53.05,3.3,Online
766,2025-05-04,1018,2043,402,3,2620.35,14.0,Phone
767,2025-05-04,1041,2093,401,0,755.94,8.6,Mobile
768,2025-05-04,1086,2076,404,0,0.0,2.0,Catalog
769,2025-05-04,1110,2083,402,3,768.16,8.0,Online
771,2025-05-04,1052,2024,404,2,298.25,4.9,Phone
772,2025-05-04,1169,2036,403,1,392.36,3.4,Mobile
773,2025-05-04,1024,2006,404,3,0.0,2.0,Catalog
774,2025-05-04,1039,2006,403,0,198.0,2.6,Online
776,2025-05-04,1051,2012,401,1,1121.74,8.5,Phone
777,2025-05-04,1043,2081,403,0,746.22,6.6,Mobile
778,2025-05-04,1121,2014,403,3,985.2,7.2,Catalog
779,2025-05-04,1120,2062,403,0,2477.44,10.0,Online
781,2025-05-04,1094,2048,403,1,321.87,2.9,Phone
782,2025-05-04,1114,2005,403,3,428.78,4.5,Mobile
783,2025-05-04,1119,2033,402,2,1338.0,6.5,Catalog
784,2025-05-04,1144,2007,402,0,1166.78,5.6,Online
786,2025-05-04,1193,2075,402,0,1561.28,12.4,Phone
787,2025-05-04,1099,2066,404,3,0.0,2.0,Mobile
788,2025-05-04,1146,2030,404,2,543.9,7.5,Catalog
789,2025-05-04,1020,2050,401,1,168.1,4.2,Online
791,2025-05-04,1042,2027,402,1,232.75,4.5,Phone
792,2025-05-04,1010,2054,401,3,900.51,8.3,Mobile
793,2025-05-04,1051,2080,402,2,0.0,2.0,Catalog
794,2025-05-04,1081,2093,401,0,755.94,6.6,Online
796,2025-05-04,1070,2066,404,0,0.0,2.0,Phone
797,2025-05-04,1179,2079,404,0,2851.62,10.4,Mobile
799,2025-05-04,1027,2072,401,2,672.48,6.5,Online
801,2025-05-04,1098,2083,404,3,2304.48,13.2,Phone
802,2025-05-04,1009,2022,403,3,2684.72,12.6,Mobile
803,2025-05-04,1036,2079,404,0,950.54,5.9,Catalog
804,2025-05-04,1101,2042,402,0,335.22,2.5,Online
806,2025-05-04,1005,2043,403,2,2096.28,10.3,Phone
807,2025-05-04,1071,2062,401,1,557.42,7.8,Mobile
808,2025-05-04,1034,2038,404,2,2223.62,14.9,Catalog
809,2025-05-04,1068,2093,404,0,2267.82,10.6,Online
811,2025-05-04,1189,2062,403,0,1858.08,13.8,Phone
812,2025-05-04,1131,2020,401,2,0.0,2.0,Mobile
813,2025-05-04,1181,2064,404,1,264.64,4.1,Catalog
814,2025-05-04,1199,2067,401,1,0.0,2.0,Online
816,2025-05-04,1008,2058,401,2,533.4,6.9,Phone
817,2025-05-04,1180,2025,403,2,894.78,8.7,Mobile
818,2025-05-04,1118,2064,404,0,882.12,8.0,Catalog
819,2025-05-04,1174,2003,402,2,308.14,2.7,Online
821,2025-05-04,1121,2075,403,2,2498.05,12.1,Phone
822,2025-05-04,1041,2033,401,2,669.0,6.9,Mobile
823,2025-05-04,1007,2049,401,1,845.86,6.6,Catalog
824,2025-05-04,1146,2099,402,1,581.69,8.8,Online
826,2025-05-04,1166,2052,401,0,731.26,7.3,Phone
827,2025-05-04,1121,2016,402,0,646.04,8.2,Mobile
829,2025-05-04,1108,2048,403,3,357.63,4.2,Online
831,2025-05-04,1173,2066,404,0,2580.3,13.2,Phone
832,2025-05-04,1001,2065,403,2,376.27,3.6,Mobile
833,2025-05-04,1076,2087,401,3,796.6,8.1,Catalog
834,2025-05-04,1016,2043,403,2,2795.04,11.4,Online
836,2025-05-04,1038,2066,402,0,1032.12,5.7,Phone
837,2025-05-04,1153,2051,403,1,316.76,3.2,Mobile
838,2025-05-04,1184,2003,404,2,1848.86,11.9,Catalog
839,2025-05-04,1066,2053,404,3,0.0,2.0,Online
842,2025-05-04,1171,2045,403,1,280.93,4.1,Mobile
843,2025-05-04,1168,2071,402,2,1968.51,11.0,Catalog
844,2025-05-04,1024,2060,402,2,326.7,2.2,Online
846,2025-05-04,1167,2011,402,2,327.79,2.5,Phone
847,2025-05-04,1057,2095,403,3,2453.95,12.9,Mobile
848,2025-05-04,1084,2047,403,2,803.95,5.6,Catalog
851,2025-05-04,1049,2064,401,3,882.12,9.0,Phone
852,2025-05-04,1135,2038,404,0,926.51,7.0,Mobile
853,2025-05-04,1038,2017,402,2,741.92,5.6,Catalog
854,2025-05-04,1104,2072,404,1,1134.81,5.5,Online
856,2025-05-04,1124,2042,402,2,0.0,2.0,Phone
857,2025-05-04,1162,2007,401,3,583.39,6.9,Mobile
858,2025-05-04,1070,2026,402,1,190.4,3.3,Catalog
859,2025-05-04,1125,2097,401,1,3031.56,10.1,Online
861,2025-05-04,1109,2061,404,0,799.68,8.5,Phone
862,2025-05-04,1009,2068,402,2,0.0,2.0,Mobile
863,2025-05-04,1003,2041,402,0,2412.63,10.6,Catalog
864,2025-05-04,1173,2000,402,1,872.38,7.9,Online
866,2025-05-04,1026,2049,403,1,3383.42,12.1,Phone
867,2025-05-04,1016,2005,403,2,686.05,6.3,Mobile
868,2025-05-04,1116,2093,403,3,755.94,8.5,Catalog
869,2025-05-04,1175,2017,403,3,463.7,3.4,Online
871,2025-05-04,1103,2002,402,1,779.4,6.6,Phone
872,2025-05-04,1186,2016,402,0,646.04,6.8,Mobile
873,2025-05-04,1150,2064,402,0,294.04,3.6,Catalog
874,2025-05-04,1093,2091,401,3,2717.37,10.6,Online
876,2025-05-04,1169,2013,401,0,935.36,5.0,Phone
877,2025-05-04,1176,2014,404,3,1231.5,5.1,Mobile
878,2025-05-04,1097,2015,403,3,2699.88,10.2,Catalog
879,2025-05-04,1179,2019,402,0,1867.86,11.9,Online
881,2025-05-04,1159,2077,402,3,561.83,7.0,Phone
882,2025-05-04,1026,2065,401,2,1881.36,13.8,Mobile
883,2025-05-04,1029,2013,404,1,0.0,2.0,Catalog
884,2025-05-04,1155,2025,403,1,503.32,8.2,Online
886,2025-05-04,1041,2005,404,1,385.9,4.4,Phone
887,2025-05-04,1176,2061,403,1,359.86,2.9,Mobile
888,2025-05-04,1000,2001,401,0,1649.4,12.7,Catalog
889,2025-05-04,1146,2085,404,1,653.81,6.3,Online
891,2025-05-04,1065,2082,402,3,266.6,4.8,Phone
892,2025-05-04,1075,2033,404,0,2508.75,14.0,Mobile
893,2025-05-04,1025,2022,401,2,1073.89,6.2,Catalog
894,2025-05-04,1092,2086,403,3,894.1,8.2,Online
896,2025-05-04,1002,2017,402,2,0.0,2.0,Phone
897,2025-05-04,1091,2056,403,0,1049.44,7.1,Mobile
898,2025-05-04,1095,2043,402,0,0.0,2.0,Catalog
899,2025-05-04,1102,2051,404,2,93.86,3.0,Online
901,2025-05-04,1166,2021,401,1,0.0,2.0,Phone
902,2025-05-04,1178,2092,401,1,867.98,5.8,Mobile
903,2025-05-04,1026,2053,404,3,1830.45,14.1,Catalog
904,2025-05-04,1046,2078,404,2,454.43,4.7,Online
906,2025-05-04,1124,2014,404,3,0.0,2.0,Phone
907,2025-05-04,1011,2008,403,2,106.54,4.7,Mobile
908,2025-05-04,1003,2090,402,2,57.31,4.9,Catalog
909,2025-05-04,1132,2066,401,3,1548.18,11.1,Online
911,2025-05-04,1088,2084,404,1,0.0,2.0,Phone
912,2025-05-04,1142,2078,401,0,568.04,7.3,Mobile
913,2025-05-04,1164,2020,404,3,1879.15,12.3,Catalog
914,2025-05-04,1042,2009,404,2,53.05,2.0,Online
916,2025-05-04,1129,2028,404,3,2551.76,14.6,Phone
917,2025-05-04,1060,2010,404,3,544.88,5.5,Mobile
918,2025-05-04,1146,2057,401,3,436.98,5.0,Catalog
919,2025-05-04,1114,2040,401,3,34.54,4.5,Online
921,2025-05-04,1103,2052,401,0,2193.78,14.6,Phone
922,2025-05-04,1023,2077,403,1,505.65,6.8,Mobile
923,2025-05-04,1167,2085,404,2,387.44,2.5,Catalog
924,2025-05-04,1093,2006,402,3,594.0,7.4,Online
926,2025-05-04,1183,2057,401,0,873.96,7.4,Phone
927,2025-05-04,1194,2084,402,0,563.7,7.4,Mobile
928,2025-05-04,1087,2045,403,2,499.42,3.8,Catalog
929,2025-05-04,1179,2013,401,1,1683.65,10.5,Online
931,2025-05-04,1065,2078,402,1,127.81,2.0,Phone
932,2025-05-04,1030,2050,402,3,186.78,3.6,Mobile
933,2025-05-04,1005,2024,403,0,621.35,6.5,Catalog
934,2025-05-04,1193,2053,401,0,1830.45,10.7,Online
936,2025-05-04,1127,2000,401,3,969.31,7.0,Phone
937,2025-05-04,1149,2061,402,1,359.86,2.1,Mobile
938,2025-05-04,1187,2016,401,3,2584.16,13.3,Catalog
939,2025-05-04,1168,2076,403,3,2418.21,14.1,Online
942,2025-05-04,1034,2017,404,2,0.0,2.0,Mobile
943,2025-05-04,1179,2070,403,1,61.52,2.9,Catalog
944,2025-05-04,1051,2026,403,2,338.5,3.0,Online
946,2025-05-04,1181,2014,403,3,246.3,4.4,Phone
947,2025-05-04,1149,2073,404,2,799.09,6.0,Mobile
948,2025-05-04,1108,2001,401,0,412.35,5.0,Catalog
949,2025-05-04,1097,2018,401,0,1084.52,6.4,Online
952,2025-05-04,1176,2037,402,0,720.28,8.8,Mobile
953,2025-05-04,1091,2057,401,1,786.56,9.0,Catalog
954,2025-05-04,1190,2082,404,1,239.94,2.8,Online
956,2025-05-04,1097,2049,404,2,0.0,2.0,Phone
957,2025-05-04,1141,2006,401,2,0.0,2.0,Mobile
958,2025-05-04,1051,2079,404,1,1710.97,10.0,Catalog
959,2025-05-04,1162,2090,403,1,257.9,4.2,Online
961,2025-05-04,1114,2022,401,1,3020.31,12.4,Phone
962,2025-05-04,1044,2094,401,3,493.35,4.9,Mobile
963,2025-05-04,1010,2054,403,2,720.41,6.3,Catalog
964,2025-05-04,1033,2020,403,0,751.66,5.5,Online
966,2025-05-04,1039,2041,401,2,0.0,2.0,Phone
967,2025-05-04,1125,2073,403,0,1997.72,12.8,Mobile
968,2025-05-04,1005,2090,403,1,193.43,2.1,Catalog
969,2025-05-04,1047,2066,401,1,464.45,4.8,Online
971,2025-05-04,1089,2028,402,2,0.0,2.0,Phone
972,2025-05-04,1084,2046,403,1,0.0,2.0,Mobile
973,2025-05-04,1192,2079,404,0,950.54,6.2,Catalog
974,2025-05-04,1029,2085,403,3,726.45,7.1,Online
976,2025-05-04,1174,2041,404,0,804.21,7.1,Phone
977,2025-05-04,1098,2032,403,0,0.0,2.0,Mobile
979,2025-05-04,1124,2005,403,1,1157.71,5.7,Online
982,2025-05-04,1053,2085,402,3,726.45,7.8,Mobile
983,2025-05-04,1026,2026,404,0,423.12,3.6,Catalog
984,2025-05-04,1191,2087,402,0,477.96,2.8,Online
986,2025-05-04,1022,2009,401,1,119.36,4.3,Phone
987,2025-05-04,1064,2071,401,1,1107.29,8.4,Mobile
989,2025-05-04,1161,2051,404,2,375.42,2.6,Online
991,2025-05-04,1164,2092,401,0,2893.26,13.4,Phone
992,2025-05-04,1179,2009,403,0,66.31,3.0,Mobile
993,2025-05-04,1074,2087,403,0,477.96,3.9,Catalog
994,2025-05-04,1072,2097,404,3,842.1,6.8,Online
996,2025-05-04,1040,2068,402,1,2952.86,12.9,Phone
997,2025-05-04,1191,2050,403,1,504.31,7.3,Mobile
998,2025-05-04,1076,2086,403,0,2682.3,13.5,Catalog
999,2025-05-04,1141,2071,402,0,1230.32,6.0,Online
1001,2025-05-04,1078,2026,403,1,761.62,8.7,Phone
1002,2025-05-04,1105,2082,402,1,239.94,4.1,Mobile
1003,2025-05-04,1047,2028,403,1,1148.29,5.1,Catalog
1004,2025-05-04,1029,2023,401,3,2818.62,13.3,Online
1006,2025-05-04,1171,2008,403,0,133.18,4.6,Phone
1007,2025-05-04,1050,2092,404,2,771.54,5.6,Mobile
1008,2025-05-04,1091,2016,402,0,1292.08,8.1,Catalog
1009,2025-05-04,1072,2079,401,1,855.49,5.8,Online
1011,2025-05-04,1157,2084,403,1,253.67,4.6,Phone
1012,2025-05-04,1144,2072,403,2,672.48,8.0,Mobile
1013,2025-05-04,1109,2021,401,2,668.33,8.2,Catalog
1014,2025-05-04,1063,2028,404,2,510.35,8.3,Online
1016,2025-05-04,1118,2057,403,2,699.17,7.5,Phone
1017,2025-05-04,1124,2070,401,1,30.76,2.9,Mobile
1018,2025-05-04,1165,2077,401,2,449.46,3.5,Catalog
1019,2025-05-04,1035,2068,402,2,1968.58,10.7,Online
1021,2025-05-04,1004,2064,401,3,882.12,8.6,Phone
1022,2025-05-04,1196,2075,402,0,2341.92,14.6,Mobile
1023,2025-05-04,1141,2033,404,1,0.0,2.0,Catalog
1024,2025-05-04,1093,2050,402,2,448.27,3.7,Online
1026,2025-05-04,1093,2064,401,1,793.91,8.4,Phone
1027,2025-05-04,1157,2087,402,1,286.78,4.7,Mobile
1028,2025-05-04,1114,2020,402,1,676.49,8.8,Catalog
1029,2025-05-04,1188,2093,404,2,1814.26,10.5,Online
1031,2025-05-04,1016,2033,403,1,2257.88,13.6,Phone
1032,2025-05-04,1010,2085,402,2,387.44,4.4,Mobile
1033,2025-05-04,1099,2060,404,0,0.0,2.0,Catalog
1034,2025-05-04,1010,2083,403,0,768.16,5.5,Online
1036,2025-05-04,1148,2069,402,3,697.17,6.9,Phone
1037,2025-05-04,1167,2048,403,0,1072.89,7.8,Mobile
1038,2025-05-04,1132,2032,404,1,851.04,6.7,Catalog
1039,2025-05-04,1132,2051,403,2,187.71,4.1,Online
1041,2025-05-04,1112,2021,402,0,835.41,7.8,Phone
1042,2025-05-04,1131,2082,403,1,239.94,2.3,Mobile
1043,2025-05-04,1038,2023,402,2,0.0,2.0,Catalog
1044,2025-05-04,1154,2091,401,1,3260.84,10.2,Online
1046,2025-05-04,1172,2061,404,1,719.71,6.2,Phone
1047,2025-05-04,1151,2020,404,0,1127.49,7.8,Mobile
1048,2025-05-04,1062,2005,402,1,385.9,3.5,Catalog
1049,2025-05-04,1034,2080,401,1,2996.14,12.5,Online
1051,2025-05-04,1132,2051,401,2,281.57,3.0,Phone
1052,2025-05-04,1021,2027,404,3,775.83,6.8,Mobile
1053,2025-05-04,1123,2021,402,3,0.0,2.0,Catalog
1054,2025-05-04,1153,2018,402,2,867.62,8.9,Online
1056,2025-05-04,1152,2075,401,1,2107.73,11.7,Phone
1057,2025-05-04,1096,2049,402,0,939.84,5.0,Mobile
1058,2025-05-04,1004,2025,404,1,0.0,2.0,Catalog
1059,2025-05-04,1155,2012,402,3,623.19,5.8,Online
1061,2025-05-04,1023,2061,402,0,199.92,2.7,Phone
1062,2025-05-04,1198,2086,404,3,894.1,8.4,Mobile
1063,2025-05-04,1094,2005,404,1,771.8,8.0,Catalog
1066,2025-05-04,1034,2032,404,1,1702.08,11.0,Phone
1067,2025-05-04,1021,2036,404,2,348.77,3.4,Mobile
1069,2025-05-04,1133,2000,404,1,872.38,7.6,Online
1071,2025-05-04,1027,2019,404,2,747.14,8.4,Phone
1072,2025-05-04,1066,2068,404,2,1968.58,13.0,Mobile
1073,2025-05-04,1156,2035,404,1,0.0,2.0,Catalog
1074,2025-05-04,1105,2070,404,1,0.0,2.0,Online
1076,2025-05-04,1078,2073,403,3,499.43,4.1,Phone
1077,2025-05-04,1188,2017,401,1,417.33,4.2,Mobile
1078,2025-05-04,1114,2089,402,0,827.04,6.7,Catalog
1079,2025-05-04,1054,2065,404,2,376.27,5.0,Online
1081,2025-05-04,1099,2081,401,0,1492.44,6.9,Phone
1082,2025-05-04,1037,2060,404,0,1225.14,6.2,Mobile
1083,2025-05-04,1016,2033,402,2,2007.0,13.2,Catalog
1084,2025-05-04,1020,2077,401,3,561.83,5.4,Online
1086,2025-05-04,1198,2022,404,3,671.18,8.9,Phone
1087,2025-05-04,1002,2025,403,1,503.32,6.5,Mobile
1088,2025-05-04,1008,2076,402,1,1450.93,7.4,Catalog
1089,2025-05-04,1172,2004,403,1,834.52,7.9,Online
1091,2025-05-04,1070,2099,404,2,1551.17,12.1,Phone
1092,2025-05-04,1171,2050,404,1,168.1,4.2,Mobile
1093,2025-05-04,1132,2001,401,0,2061.75,10.8,Catalog
1094,2025-05-04,1140,2036,403,2,348.77,2.1,Online
1096,2025-05-04,1103,2073,401,2,0.0,2.0,Phone
1097,2025-05-04,1044,2052,401,0,2193.78,10.7,Mobile
1098,2025-05-04,1128,2037,403,0,0.0,2.0,Catalog
1101,2025-05-04,1193,2043,404,3,2620.35,13.5,Phone
1102,2025-05-04,1150,2003,404,0,1155.54,5.6,Mobile
1103,2025-05-04,1066,2008,404,1,59.93,2.0,Catalog
1104,2025-05-04,1173,2089,402,2,0.0,2.0,Online
1106,2025-05-04,1063,2036,401,3,653.94,7.1,Phone
1107,2025-05-04,1172,2095,403,0,981.58,6.0,Mobile
1108,2025-05-04,1141,2022,404,2,0.0,2.0,Catalog
1109,2025-05-04,1090,2027,403,1,698.25,8.4,Online
1111,2025-05-04,1188,2025,402,1,251.66,3.5,Phone
1112,2025-05-04,1067,2026,402,1,380.81,4.6,Mobile
1113,2025-05-04,1063,2079,403,1,1710.97,13.1,Catalog
1116,2025-05-04,1195,2069,401,3,697.17,9.0,Phone
1117,2025-05-04,1095,2079,403,3,950.54,7.2,Mobile
1118,2025-05-04,1147,2035,404,1,809.99,7.7,Catalog
1119,2025-05-04,1195,2065,403,3,1411.02,7.7,Online
1122,2025-05-04,1128,2044,404,1,373.64,3.0,Mobile
1123,2025-05-04,1117,2015,404,2,1619.93,12.9,Catalog
1124,2025-05-04,1176,2001,401,1,371.12,4.7,Online
1126,2025-05-04,1092,2078,403,1,383.43,5.0,Phone
1127,2025-05-04,1140,2033,402,2,1338.0,6.8,Mobile
1128,2025-05-04,1120,2078,403,2,227.22,2.6,Catalog
1129,2025-05-04,1047,2063,404,1,0.0,2.0,Online
1131,2025-05-04,1102,2035,404,1,1619.98,11.4,Phone
1132,2025-05-04,1146,2016,402,0,0.0,2.0,Mobile
1133,2025-05-04,1184,2034,402,3,680.85,6.3,Catalog
1134,2025-05-04,1097,2025,402,1,1258.29,8.4,Online
1136,2025-05-04,1127,2017,403,3,0.0,2.0,Phone
1138,2025-05-04,1025,2088,402,0,0.0,2.0,Catalog
1139,2025-05-04,1055,2032,404,0,945.6,7.2,Online
